Row ID,Order ID,Order Date,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit,Day Of Week,Fiscal Year,Fiscal Quarter,Cost
6411,APJ-2021-161774,5/15/2021,Sofía Martínez,Japan,Tokyo,APJ,JAPN,ExampleCorp 11,1044,Energy,SMB,Site Analytics,CJC1RBH8ZP,7.992,1,0.2,0.6993,Saturday,FY2021,FQ3,7.2927
6412,APJ-2021-161774,5/15/2021,Sofía Martínez,Japan,Tokyo,APJ,JAPN,ExampleCorp 11,1044,Energy,SMB,Support,HAS1UZPYOI,76.864,2,0.2,26.9024,Saturday,FY2021,FQ3,49.9616
6413,EMEA-2021-151211,8/18/2021,John Doe,Ireland,Dublin,EMEA,UKIR,AnyCompany 39,1009,Manufacturing,Enterprise,ContactMatcher,6GC43V4GZS,102.93,3,0,48.3771,Wednesday,FY2021,FQ4,54.5529
6414,EMEA-2021-151211,8/18/2021,John Doe,Ireland,Dublin,EMEA,UKIR,AnyCompany 39,1009,Manufacturing,Enterprise,Data Smasher,RMU117OX29,98.16,6,0,9.816,Wednesday,FY2021,FQ4,88.344
6415,EMEA-2021-142671,11/11/2021,Nikki Wolf,Germany,Frankfurt,EMEA,EU-WEST,AnyCompany 42,1083,Misc,Enterprise,ContactMatcher,37CQKCK04M,11.52,5,0.7,-7.68,Thursday,FY2022,FQ1,19.2
6416,AMER-2021-144750,8/22/2021,Alejandro Rosalez,Chile,Santiago,AMER,LATAM,ExampleCorp 26,1018,Energy,Strategic,Support,7FE02WY38M,83.88,1,0.2,29.358,Sunday,FY2021,FQ4,54.522
6417,EMEA-2020-111976,3/9/2020,Nikhil Jayashankar,France,Paris,EMEA,EU-WEST,ExampleCorp 34,1015,Tech,SMB,Site Analytics,KPEGS59DFJ,108.576,4,0.4,-25.3344,Monday,FY2020,FQ2,133.9104
6418,EMEA-2020-111976,3/9/2020,Nikhil Jayashankar,France,Paris,EMEA,EU-WEST,ExampleCorp 34,1015,Tech,SMB,Storage,NF1ZIEYCY4,5.984,2,0.2,-1.3464,Monday,FY2020,FQ2,7.3304
6419,APJ-2020-140130,11/1/2020,Mary Major,Singapore,Singapore,APJ,APAC,ExampleCorp 47,1093,Energy,Strategic,Support,KD3194EU3J,21.96,2,0,6.1488,Sunday,FY2021,FQ1,15.8112
6420,APJ-2020-140130,11/1/2020,Mary Major,Singapore,Singapore,APJ,APAC,ExampleCorp 47,1093,Energy,Strategic,FinanceHub,G8LHCJ6KPT,368.97,3,0,81.1734,Sunday,FY2021,FQ1,287.7966
6421,APJ-2020-140130,11/1/2020,Mary Major,Singapore,Singapore,APJ,APAC,ExampleCorp 47,1093,Energy,Strategic,ChatBot Plugin,DZVPONAUOE,12.39,3,0,3.4692,Sunday,FY2021,FQ1,8.9208
6422,APJ-2020-140130,11/1/2020,Mary Major,Singapore,Singapore,APJ,APAC,ExampleCorp 47,1093,Energy,Strategic,Marketing Suite - Gold,4ZHUMAA489,332.94,3,0,9.9882,Sunday,FY2021,FQ1,322.9518
6423,EMEA-2018-159121,7/26/2018,Paulo Santos,Turkey,Bursa,EMEA,MEA,AnyCompany 36,1034,Energy,Strategic,Data Smasher,C6TIFTL21K,111.93,7,0,34.6983,Thursday,FY2018,FQ4,77.2317
6424,AMER-2019-149650,10/24/2019,Mateo Jackson,United States,San Diego,AMER,NAMER,ExampleCorp 29,1056,Energy,Enterprise,FinanceHub,U1U2P4CXJV,454.272,8,0.2,-73.8192,Thursday,FY2020,FQ1,528.0912
6425,APJ-2021-115777,8/20/2021,Wang Xiulan,South Korea,Busan,APJ,APAC,ExampleCorp 31,1078,Finance,SMB,Support,VJOYH3XGSA,19.44,3,0,9.3312,Friday,FY2021,FQ4,10.1088
6426,EMEA-2020-143714,5/24/2020,Jane Doe,France,Paris,EMEA,EU-WEST,AnyCompany 18,1039,Manufacturing,SMB,Alchemy,C76HNU0077,8399.976,4,0.4,1119.9968,Sunday,FY2020,FQ3,7279.9792
6427,EMEA-2020-143714,5/24/2020,Jane Doe,France,Paris,EMEA,EU-WEST,AnyCompany 18,1039,Manufacturing,SMB,ContactMatcher,2MLWRQ879O,6.294,1,0.7,-4.196,Sunday,FY2020,FQ3,10.49
6428,EMEA-2020-143714,5/24/2020,Jane Doe,France,Paris,EMEA,EU-WEST,AnyCompany 18,1039,Manufacturing,SMB,Support,JQ3J64BSZK,10.368,2,0.2,3.6288,Sunday,FY2020,FQ3,6.7392
6429,EMEA-2020-143714,5/24/2020,Jane Doe,France,Paris,EMEA,EU-WEST,AnyCompany 18,1039,Manufacturing,SMB,Site Analytics,BY1Q8KMYT0,122.382,3,0.4,-24.4764,Sunday,FY2020,FQ3,146.8584
6430,EMEA-2018-165764,11/3/2018,Mary Major,Sweden,Stockholm,EMEA,NOR,AnyCompany 20,1076,Tech,SMB,Marketing Suite - Gold,DCWEKCGLJV,25.984,2,0.2,-1.624,Saturday,FY2019,FQ1,27.608
6431,EMEA-2018-165764,11/3/2018,Mary Major,Sweden,Stockholm,EMEA,NOR,AnyCompany 20,1076,Tech,SMB,ContactMatcher,Y88R8CDZ2O,945.036,6,0.4,-299.2614,Saturday,FY2019,FQ1,1244.2974
6432,EMEA-2018-165764,11/3/2018,Mary Major,Sweden,Gothenburg,EMEA,NOR,AnyCompany 20,1076,Tech,SMB,ContactMatcher,4LT7M0FRCK,14.301,7,0.7,-10.4874,Saturday,FY2019,FQ1,24.7884
6433,EMEA-2018-165764,11/3/2018,Mary Major,Sweden,Gothenburg,EMEA,NOR,AnyCompany 20,1076,Tech,SMB,SaaS Connector Pack,DWPVM3NG3W,410.352,3,0.2,-51.294,Saturday,FY2019,FQ1,461.646
6434,APJ-2019-121405,3/30/2019,Nikki Wolf,Australia,Sydney,APJ,ANZ,AnyCompany 37,1035,Finance,Strategic,Support,DCDHWL1N67,23.52,5,0.2,8.526,Saturday,FY2019,FQ2,14.994
6435,APJ-2019-121405,3/30/2019,Nikki Wolf,Australia,Sydney,APJ,ANZ,AnyCompany 37,1035,Finance,Strategic,Site Analytics,TDBHYHC0Q5,180.96,5,0.2,13.572,Saturday,FY2019,FQ2,167.388
6436,APJ-2021-116897,5/28/2021,John Doe,Taiwan,Taipei,APJ,APAC,ExampleCorp 9,1057,Retail,SMB,SaaS Connector Pack,462KGSG4MN,35,4,0,14.7,Friday,FY2021,FQ3,20.3
6437,APJ-2021-116897,5/28/2021,John Doe,Taiwan,Taipei,APJ,APAC,ExampleCorp 9,1057,Retail,SMB,Marketing Suite - Gold,YUFV90Q5QM,477.15,5,0,28.629,Friday,FY2021,FQ3,448.521
6438,APJ-2021-116897,5/28/2021,John Doe,Taiwan,Taipei,APJ,APAC,ExampleCorp 9,1057,Retail,SMB,Site Analytics,NYS8O7IZU6,302.376,3,0.2,22.6782,Friday,FY2021,FQ3,279.6978
6439,APJ-2021-113992,12/15/2021,Akua Mansa,Japan,Ibaraki,APJ,JAPN,AnyCompany 32,1026,Retail,SMB,ContactMatcher,0OI6MGAWJ0,974.988,4,0.3,-97.4988,Wednesday,FY2022,FQ1,1072.4868
6440,EMEA-2018-166891,10/4/2018,Nikhil Jayashankar,United Kingdom,London,EMEA,UKIR,AnyCompany 29,1022,Communications,SMB,FinanceHub,L9B1ZQ1AZU,589.41,5,0.1,-6.549,Thursday,FY2019,FQ1,595.959
6441,EMEA-2020-101161,10/14/2020,Mary Major,United Kingdom,London,EMEA,UKIR,AnyCompany 24,1023,Energy,Strategic,ChatBot Plugin,4P01QOJFJ0,34.7,5,0,12.492,Wednesday,FY2021,FQ1,22.208
6442,EMEA-2020-101161,10/14/2020,Mary Major,United Kingdom,London,EMEA,UKIR,AnyCompany 24,1023,Energy,Strategic,Marketing Suite - Gold,65WD36JKC9,99.87,3,0,23.9688,Wednesday,FY2021,FQ1,75.9012
6443,EMEA-2020-101161,10/14/2020,Mary Major,United Kingdom,London,EMEA,UKIR,AnyCompany 24,1023,Energy,Strategic,Support,4HP5IBFJCZ,37.94,2,0,18.2112,Wednesday,FY2021,FQ1,19.7288
6444,EMEA-2020-101161,10/14/2020,Mary Major,United Kingdom,London,EMEA,UKIR,AnyCompany 24,1023,Energy,Strategic,FinanceHub,TTT7V77GNW,24.9,5,0,11.454,Wednesday,FY2021,FQ1,13.446
6445,EMEA-2020-101161,10/14/2020,Mary Major,United Kingdom,London,EMEA,UKIR,AnyCompany 24,1023,Energy,Strategic,SaaS Connector Pack,1XBAF3QIYP,82.26,3,0,33.7266,Wednesday,FY2021,FQ1,48.5334
6446,APJ-2019-151785,3/5/2019,John Stiles,Australia,Sydney,APJ,ANZ,AnyCompany 31,1025,Retail,SMB,Storage,DEK3CME228,7.104,6,0.2,2.4864,Tuesday,FY2019,FQ2,4.6176
6447,APJ-2021-119816,3/5/2021,Márcia Oliveira,Japan,Tokyo,APJ,JAPN,ExampleCorp 29,1056,Energy,Enterprise,SaaS Connector Pack,EORYS8RV8N,103.5,5,0.6,-77.625,Friday,FY2021,FQ2,181.125
6448,APJ-2021-119816,3/5/2021,Márcia Oliveira,Japan,Tokyo,APJ,JAPN,ExampleCorp 29,1056,Energy,Enterprise,FinanceHub,VX6DLTCTIG,2.464,1,0.2,0.8624,Friday,FY2021,FQ2,1.6016
6449,APJ-2021-119816,3/5/2021,Márcia Oliveira,Japan,Tokyo,APJ,JAPN,ExampleCorp 29,1056,Energy,Enterprise,Marketing Suite - Gold,WH6Y8TUKL7,8.72,1,0.2,0.654,Friday,FY2021,FQ2,8.066
6450,EMEA-2019-156510,9/25/2019,Arnav Desai,Saudi Arabia,Jeddah,EMEA,MEA,AnyCompany 14,1006,Finance,SMB,ContactMatcher,DDWNJELTSN,10.76,2,0,5.1648,Wednesday,FY2019,FQ4,5.5952
6451,EMEA-2019-156510,9/25/2019,Arnav Desai,Saudi Arabia,Jeddah,EMEA,MEA,AnyCompany 14,1006,Finance,SMB,Support,IZOC96NKVS,45.68,2,0,21.0128,Wednesday,FY2019,FQ4,24.6672
6452,EMEA-2019-156510,9/25/2019,Arnav Desai,Saudi Arabia,Jeddah,EMEA,MEA,AnyCompany 14,1006,Finance,SMB,ChatBot Plugin,MA9GAATV9I,6.7,1,0,2.211,Wednesday,FY2019,FQ4,4.489
6453,APJ-2019-110261,12/19/2019,Shirley Rodriguez,Australia,Melbourne,APJ,ANZ,ExampleCorp 17,1067,Consumer Products,SMB,Site Analytics,HN6KHJDFNF,158.376,3,0.2,13.8579,Thursday,FY2020,FQ1,144.5181
6454,APJ-2019-125710,10/8/2019,Alejandro Rosalez,Japan,Tokyo,APJ,JAPN,AnyCompany 11,1029,Healthcare,SMB,ChatBot Plugin,XC6NXSMNXT,3.44,2,0.2,0.559,Tuesday,FY2020,FQ1,2.881
6455,AMER-2021-161102,8/1/2021,Nikhil Jayashankar,United States,Los Angeles,AMER,NAMER,AnyCompany 23,1017,Energy,SMB,Marketing Suite - Gold,XZSHF2WX7O,56.56,2,0,15.2712,Sunday,FY2021,FQ4,41.2888
6456,AMER-2021-161102,8/1/2021,Nikhil Jayashankar,United States,Los Angeles,AMER,NAMER,AnyCompany 23,1017,Energy,SMB,SaaS Connector Pack,UKS1BSOW39,36.96,7,0,11.4576,Sunday,FY2021,FQ4,25.5024
6457,EMEA-2018-110065,8/5/2018,Martha Rivera,United Kingdom,London,EMEA,UKIR,AnyCompany 35,1062,Energy,Strategic,Site Analytics,3WD6F364EN,135.99,1,0,36.7173,Sunday,FY2018,FQ4,99.2727
6458,EMEA-2018-110065,8/5/2018,Martha Rivera,United Kingdom,London,EMEA,UKIR,AnyCompany 35,1062,Energy,Strategic,ChatBot Plugin,AILVNB5XAS,15.96,7,0,7.0224,Sunday,FY2018,FQ4,8.9376
6459,APJ-2021-133361,5/15/2021,Jorge Souza,China,Beijing,APJ,APAC,AnyCompany 3,1030,Manufacturing,Strategic,ChatBot Plugin,MMO7VKAATL,3.76,2,0,1.0904,Saturday,FY2021,FQ3,2.6696
6460,APJ-2021-133361,5/15/2021,Jorge Souza,China,Beijing,APJ,APAC,AnyCompany 3,1030,Manufacturing,Strategic,ChatBot Plugin,R1WBMQ3XEO,14.7,5,0,6.615,Saturday,FY2021,FQ3,8.085
6461,APJ-2021-133361,5/15/2021,Jorge Souza,China,Beijing,APJ,APAC,AnyCompany 3,1030,Manufacturing,Strategic,ChatBot Plugin,7E2YOLSU7P,37.2,5,0,9.3,Saturday,FY2021,FQ3,27.9
6462,APJ-2021-133361,5/15/2021,Jorge Souza,China,Beijing,APJ,APAC,AnyCompany 3,1030,Manufacturing,Strategic,Data Smasher,ZOULSN1V8J,89.97,3,0,18.8937,Saturday,FY2021,FQ3,71.0763
6463,APJ-2021-133361,5/15/2021,Jorge Souza,China,Beijing,APJ,APAC,AnyCompany 3,1030,Manufacturing,Strategic,FinanceHub,XCJ3TL0NO0,261.96,2,0,23.5764,Saturday,FY2021,FQ3,238.3836
6464,APJ-2021-133361,5/15/2021,Jorge Souza,China,Beijing,APJ,APAC,AnyCompany 3,1030,Manufacturing,Strategic,FinanceHub,D2ILU26Y5L,74,5,0,37,Saturday,FY2021,FQ3,37
6465,EMEA-2020-155404,9/23/2020,Shirley Rodriguez,Ireland,Dublin,EMEA,UKIR,AnyCompany 22,1016,Manufacturing,Enterprise,SaaS Connector Pack,WW4RTPYZLB,13.28,2,0,6.3744,Wednesday,FY2020,FQ4,6.9056
6466,EMEA-2019-114503,11/13/2019,Mary Major,South Africa,Johannesburg,EMEA,MEA,AnyCompany 29,1022,Communications,SMB,Marketing Suite - Gold,UBMFY1UUTY,84.96,6,0.2,6.372,Wednesday,FY2020,FQ1,78.588
6467,AMER-2021-153080,5/23/2021,Arnav Desai,United States,New York City,AMER,NAMER,ExampleCorp 35,1043,Manufacturing,SMB,Data Smasher,GULK2F105Z,68.46,7,0,25.3302,Sunday,FY2021,FQ3,43.1298
6468,EMEA-2020-163804,12/3/2020,Kwaku Mensah,Norway,Oslo,EMEA,NOR,ExampleCorp 9,1057,Retail,Enterprise,Marketing Suite - Gold,AX4XLFP6RM,2079.4,5,0,582.232,Thursday,FY2021,FQ1,1497.168
6469,EMEA-2020-163804,12/3/2020,Kwaku Mensah,Norway,Oslo,EMEA,NOR,ExampleCorp 9,1057,Retail,Enterprise,Site Analytics,TB0S4W1OKM,629.95,5,0,176.386,Thursday,FY2021,FQ1,453.564
6470,EMEA-2020-163804,12/3/2020,Kwaku Mensah,Norway,Oslo,EMEA,NOR,ExampleCorp 9,1057,Retail,Enterprise,SaaS Connector Pack,VZNY9LDDOQ,72.42,6,0,23.8986,Thursday,FY2021,FQ1,48.5214
6471,AMER-2019-108532,8/29/2019,Arnav Desai,Brazil,São Paulo,AMER,LATAM,AnyCompany 12,1008,Tech,Enterprise,Site Analytics,TP6D5Q0Q9V,131.98,2,0,35.6346,Thursday,FY2019,FQ4,96.3454
6472,AMER-2019-108532,8/29/2019,Arnav Desai,Brazil,São Paulo,AMER,LATAM,AnyCompany 12,1008,Tech,Enterprise,Data Smasher,SD12LYYUDX,114.52,7,0,11.452,Thursday,FY2019,FQ4,103.068
6473,APJ-2018-151897,6/6/2018,María García,Japan,Tokyo,APJ,JAPN,AnyCompany 37,1035,Finance,Enterprise,FinanceHub,4W8YLMTANN,100.24,10,0.2,33.831,Wednesday,FY2018,FQ3,66.409
6474,EMEA-2020-113292,3/19/2020,Kwaku Mensah,South Africa,Johannesburg,EMEA,MEA,AnyCompany 8,1005,Finance,SMB,OneView,7VJ6U24XC0,871.8,3,0.2,87.18,Thursday,FY2020,FQ2,784.62
6475,EMEA-2018-149524,1/15/2018,Richard Roe,France,Paris,EMEA,EU-WEST,ExampleCorp 18,1068,Finance,Strategic,Marketing Suite,J25TOFSQHP,61.96,4,0.5,-53.2856,Monday,FY2018,FQ2,115.2456
6476,EMEA-2021-140872,6/4/2021,John Doe,Germany,Dresden,EMEA,EU-WEST,ExampleCorp 19,1089,Consumer Products,SMB,ContactMatcher,FYUHDBIDXW,4.554,3,0.7,-3.4914,Friday,FY2021,FQ3,8.0454
6477,EMEA-2021-140872,6/4/2021,John Doe,Germany,Dresden,EMEA,EU-WEST,ExampleCorp 19,1089,Consumer Products,SMB,OneView,TYQA6IQEDP,5.2,2,0.2,0.585,Friday,FY2021,FQ3,4.615
6478,EMEA-2021-140872,6/4/2021,John Doe,Germany,Dresden,EMEA,EU-WEST,ExampleCorp 19,1089,Consumer Products,SMB,Data Smasher,YPU0VIUNKC,205.992,1,0.2,-2.5749,Friday,FY2021,FQ3,208.5669
6479,EMEA-2021-140872,6/4/2021,John Doe,Germany,Dresden,EMEA,EU-WEST,ExampleCorp 19,1089,Consumer Products,SMB,Support,TGZM3PU7UC,15.552,3,0.2,5.4432,Friday,FY2021,FQ3,10.1088
6480,EMEA-2021-140872,6/4/2021,John Doe,Germany,Dresden,EMEA,EU-WEST,ExampleCorp 19,1089,Consumer Products,SMB,Site Analytics,S7WY7HGEV7,503.96,5,0.2,50.396,Friday,FY2021,FQ3,453.564
6481,EMEA-2021-140872,6/4/2021,John Doe,Germany,Dresden,EMEA,EU-WEST,ExampleCorp 19,1089,Consumer Products,SMB,OneView,M20X1YGODQ,24.472,7,0.2,1.8354,Friday,FY2021,FQ3,22.6366
6482,EMEA-2021-140872,6/4/2021,John Doe,Germany,Dresden,EMEA,EU-WEST,ExampleCorp 19,1089,Consumer Products,SMB,Marketing Suite,Z26RBROZR0,241.568,2,0.2,0,Friday,FY2021,FQ3,241.568
6483,EMEA-2021-140872,6/4/2021,John Doe,Germany,Dresden,EMEA,EU-WEST,ExampleCorp 19,1089,Consumer Products,SMB,Data Smasher,54D4OJ3Z33,110.4,2,0.2,-4.14,Friday,FY2021,FQ3,114.54
6484,EMEA-2021-113908,6/4/2021,Li Juan,United Kingdom,London,EMEA,UKIR,ExampleCorp 7,1054,Finance,Strategic,ContactMatcher,JM8RH32UEE,384.768,2,0.4,-115.4304,Friday,FY2021,FQ3,500.1984
6485,EMEA-2021-113908,6/4/2021,Li Juan,United Kingdom,London,EMEA,UKIR,ExampleCorp 7,1054,Finance,Strategic,Big Ol Database,ZFC7STCSOI,78.66,6,0,36.1836,Friday,FY2021,FQ3,42.4764
6486,EMEA-2021-113908,6/4/2021,Li Juan,United Kingdom,London,EMEA,UKIR,ExampleCorp 7,1054,Finance,Strategic,Support,DVYQBYCCHY,45.36,4,0,22.2264,Friday,FY2021,FQ3,23.1336
6487,EMEA-2019-120621,3/21/2019,Martha Rivera,Sweden,Gothenburg,EMEA,NOR,AnyCompany 6,1053,Tech,SMB,OneView,BSV2FH7BVM,962.08,4,0.2,156.338,Thursday,FY2019,FQ2,805.742
6488,EMEA-2019-120621,3/21/2019,Martha Rivera,Sweden,Gothenburg,EMEA,NOR,AnyCompany 6,1053,Tech,SMB,ContactMatcher,UWJ1EGXNKR,12.843,3,0.7,-9.8463,Thursday,FY2019,FQ2,22.6893
6489,EMEA-2019-120621,3/21/2019,Martha Rivera,Sweden,Gothenburg,EMEA,NOR,AnyCompany 6,1053,Tech,SMB,Support,ZXU780FMIR,295.456,14,0.2,96.0232,Thursday,FY2019,FQ2,199.4328
6490,EMEA-2021-148866,9/20/2021,Richard Roe,United Kingdom,London,EMEA,UKIR,AnyCompany 8,1005,Finance,SMB,Support,ECPWFPWILT,32.4,5,0,15.552,Monday,FY2021,FQ4,16.848
6491,EMEA-2018-149594,9/15/2018,Kwesi Manu,France,Paris,EMEA,EU-WEST,AnyCompany 37,1035,Finance,Strategic,SaaS Connector Pack,BR6UJJZE14,103.936,4,0.2,16.8896,Saturday,FY2018,FQ4,87.0464
6492,EMEA-2020-113845,11/21/2020,Martha Rivera,Germany,Nuremberg,EMEA,EU-WEST,ExampleCorp 45,1090,Transportation,Strategic,Marketing Suite,4EPYGPBKM2,289.568,2,0.2,10.8588,Saturday,FY2021,FQ1,278.7092
6493,EMEA-2020-113845,11/21/2020,Martha Rivera,Germany,Nuremberg,EMEA,EU-WEST,ExampleCorp 45,1090,Transportation,Strategic,Marketing Suite - Gold,9ES4SHFOE8,39.72,5,0.2,4.4685,Saturday,FY2021,FQ1,35.2515
6494,EMEA-2020-113845,11/21/2020,Martha Rivera,Germany,Nuremberg,EMEA,EU-WEST,ExampleCorp 45,1090,Transportation,Strategic,Site Analytics,PFDCWNTBJS,244.768,4,0.2,24.4768,Saturday,FY2021,FQ1,220.2912
6495,APJ-2021-111262,10/29/2021,Richard Roe,Japan,Tokyo,APJ,JAPN,AnyCompany 7,1004,Tech,SMB,Data Smasher,K4RV9UO2Z6,24,2,0.2,-2.7,Friday,FY2022,FQ1,26.7
6496,APJ-2021-111262,10/29/2021,Richard Roe,Japan,Tokyo,APJ,JAPN,AnyCompany 7,1004,Tech,SMB,Support,C6IVAC4YSE,15.552,3,0.2,5.4432,Friday,FY2022,FQ1,10.1088
6497,APJ-2021-111262,10/29/2021,Richard Roe,Japan,Tokyo,APJ,JAPN,AnyCompany 7,1004,Tech,SMB,Data Smasher,MFGJMWBPZB,26.176,2,0.2,-3.272,Friday,FY2022,FQ1,29.448
6498,EMEA-2019-103135,7/24/2019,Ana Carolina Silva,Ireland,Dublin,EMEA,UKIR,ExampleCorp 33,1079,Retail,Enterprise,SaaS Connector Pack,9SH995Q784,20.94,3,0,6.0726,Wednesday,FY2019,FQ4,14.8674
6499,EMEA-2019-103135,7/24/2019,Ana Carolina Silva,Ireland,Dublin,EMEA,UKIR,ExampleCorp 33,1079,Retail,Enterprise,ContactMatcher,XKXU92GMBV,135.09,9,0,62.1414,Wednesday,FY2019,FQ4,72.9486
6500,EMEA-2019-103135,7/24/2019,Ana Carolina Silva,Ireland,Dublin,EMEA,UKIR,ExampleCorp 33,1079,Retail,Enterprise,Data Smasher,PNCM0U816X,279.86,14,0,64.3678,Wednesday,FY2019,FQ4,215.4922
6501,EMEA-2019-103135,7/24/2019,Ana Carolina Silva,Ireland,Dublin,EMEA,UKIR,ExampleCorp 33,1079,Retail,Enterprise,ContactMatcher,KGKEGA6LB9,90.06,6,0,41.4276,Wednesday,FY2019,FQ4,48.6324
6502,AMER-2018-129147,11/2/2018,Nikhil Jayashankar,Mexico,Mexico City,AMER,LATAM,ExampleCorp 11,1044,Energy,SMB,Site Analytics,V6XTEOHIES,539.964,6,0.4,-107.9928,Friday,FY2019,FQ1,647.9568
6503,AMER-2018-129147,11/2/2018,Nikhil Jayashankar,Mexico,Mexico City,AMER,LATAM,ExampleCorp 11,1044,Energy,SMB,Site Analytics,3YMAZI0D8T,50.232,7,0.4,-10.0464,Friday,FY2019,FQ1,60.2784
6504,AMER-2018-129147,11/2/2018,Nikhil Jayashankar,Mexico,Mexico City,AMER,LATAM,ExampleCorp 11,1044,Energy,SMB,ContactMatcher,4VWTH5NBM3,19.242,3,0.7,-13.4694,Friday,FY2019,FQ1,32.7114
6505,EMEA-2021-128265,11/18/2021,Martha Rivera,United Kingdom,London,EMEA,UKIR,ExampleCorp 44,1088,Consumer Products,Strategic,Marketing Suite - Gold,RVNCNU4EVF,1247.64,3,0,349.3392,Thursday,FY2022,FQ1,898.3008
6506,APJ-2020-152331,6/27/2020,Nikki Wolf,Australia,Sydney,APJ,ANZ,ExampleCorp 12,1061,Energy,Strategic,ChatBot Plugin,WU5O6WFFHB,5.304,3,0.2,0.4641,Saturday,FY2020,FQ3,4.8399
6507,EMEA-2020-128909,10/10/2020,Márcia Oliveira,France,Paris,EMEA,EU-WEST,AnyCompany 25,1038,Healthcare,Strategic,Support,9K16IM8PGP,19.136,4,0.2,5.98,Saturday,FY2021,FQ1,13.156
6508,EMEA-2020-128909,10/10/2020,Márcia Oliveira,France,Paris,EMEA,EU-WEST,AnyCompany 25,1038,Healthcare,Strategic,SaaS Connector Pack,CKIYO695XE,332.832,4,0.2,-24.9624,Saturday,FY2021,FQ1,357.7944
6509,EMEA-2021-102197,12/21/2021,Carlos Salazar,United Kingdom,London,EMEA,UKIR,ExampleCorp 14,1064,Healthcare,Strategic,Support,NZ9E09XE3G,279.9,5,0,137.151,Tuesday,FY2022,FQ1,142.749
6510,EMEA-2021-102197,12/21/2021,Carlos Salazar,United Kingdom,London,EMEA,UKIR,ExampleCorp 14,1064,Healthcare,Strategic,ContactMatcher,H00NXQAG96,50.352,3,0.2,17.6232,Tuesday,FY2022,FQ1,32.7288
6511,EMEA-2021-102197,12/21/2021,Carlos Salazar,United Kingdom,London,EMEA,UKIR,ExampleCorp 14,1064,Healthcare,Strategic,Support,VIAYLCMQ5M,34.02,3,0,16.6698,Tuesday,FY2022,FQ1,17.3502
6512,AMER-2021-167640,3/7/2021,Arnav Desai,United States,Los Angeles,AMER,NAMER,ExampleCorp 42,1087,Manufacturing,Enterprise,ChatBot Plugin,30M3C68GP0,23.88,6,0,8.1192,Sunday,FY2021,FQ2,15.7608
6513,AMER-2021-167640,3/7/2021,Arnav Desai,United States,Los Angeles,AMER,NAMER,ExampleCorp 42,1087,Manufacturing,Enterprise,FinanceHub,OLC6K6WXKQ,11.52,4,0,5.6448,Sunday,FY2021,FQ2,5.8752
6514,AMER-2021-167640,3/7/2021,Arnav Desai,United States,Los Angeles,AMER,NAMER,ExampleCorp 42,1087,Manufacturing,Enterprise,Support,JNKJKMHV7P,286.93,7,0,140.5957,Sunday,FY2021,FQ2,146.3343
6515,AMER-2021-167640,3/7/2021,Arnav Desai,United States,Los Angeles,AMER,NAMER,ExampleCorp 42,1087,Manufacturing,Enterprise,Site Analytics,OE9WQZ0N8H,206.384,2,0.2,23.2182,Sunday,FY2021,FQ2,183.1658
6516,AMER-2021-116652,9/16/2021,Akua Mansa,United States,Los Angeles,AMER,NAMER,AnyCompany 35,1062,Energy,SMB,FinanceHub,OQM38GWAY9,218.352,3,0.2,0,Thursday,FY2021,FQ4,218.352
6517,AMER-2021-116652,9/16/2021,Akua Mansa,United States,Los Angeles,AMER,NAMER,AnyCompany 35,1062,Energy,SMB,SaaS Connector Pack,38T0B35O1S,529.9,5,0,105.98,Thursday,FY2021,FQ4,423.92
6518,AMER-2021-116652,9/16/2021,Akua Mansa,United States,Los Angeles,AMER,NAMER,AnyCompany 35,1062,Energy,SMB,ChatBot Plugin,3A35CCTAV3,99.3,10,0,41.706,Thursday,FY2021,FQ4,57.594
6519,AMER-2021-116652,9/16/2021,Akua Mansa,United States,Los Angeles,AMER,NAMER,AnyCompany 35,1062,Energy,SMB,OneView,7S1Y0LFUOS,108.96,2,0,30.5088,Thursday,FY2021,FQ4,78.4512
6520,AMER-2021-116652,9/16/2021,Akua Mansa,United States,Los Angeles,AMER,NAMER,AnyCompany 35,1062,Energy,SMB,ContactMatcher,3OTHYBPDOZ,2.688,1,0.2,0.84,Thursday,FY2021,FQ4,1.848
6521,AMER-2021-138289,1/17/2021,Diego Ramirez,Brazil,Rio de Janeiro,AMER,LATAM,AnyCompany 6,1053,Tech,SMB,ContactMatcher,EZE6LFNTH1,5443.96,4,0,2504.2216,Sunday,FY2021,FQ2,2939.7384
6522,AMER-2021-138289,1/17/2021,Diego Ramirez,Brazil,Rio de Janeiro,AMER,LATAM,AnyCompany 6,1053,Tech,SMB,FinanceHub,RPCQL4LEYP,302.67,3,0,72.6408,Sunday,FY2021,FQ2,230.0292
6523,AMER-2021-138289,1/17/2021,Diego Ramirez,Brazil,Rio de Janeiro,AMER,LATAM,AnyCompany 6,1053,Tech,SMB,Support,YH50KXDB3U,56.07,7,0,25.2315,Sunday,FY2021,FQ2,30.8385
6524,EMEA-2020-129308,7/8/2020,Arnav Desai,France,Paris,EMEA,EU-WEST,AnyCompany 12,1008,Tech,Enterprise,FinanceHub,X718UX1F4F,10.08,2,0.2,3.276,Wednesday,FY2020,FQ4,6.804
